,Restaurant_Name,longitude,lattitude,rad_longi,rad_latit,e_distance
974,Jose & Isabella's Italian Pizzas,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
975,Nirvighnam,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
976,Empyrean Food,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
977,The Taste Jalebi,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
978,Cafe 1000 Knots,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
979,Kharwas & More,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
980,Mogambo Pav Bhaji And Juice,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
981,Pizburhot,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
982,Hong-Kong Noodle Company,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
983,Oyye Hoyye,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
984,1 More Biryani,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
985,New Open Kitchen The Food Corner,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
986,Hotel Chai Pakoda,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
987,Kabab-E-Roll,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
988,Satej Misal & Snacks,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
989,Hungrybabas Dum Briyani,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
990,Lion's Dhaaba,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
991,Fruzo,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
992,Expresso Royle,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
993,Jayganga Veg And Non-Veg,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
994,Reve Patisserie,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
995,Ande Ka Funda,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
996,Punjabi Fooder Kitchen,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
997,Pednekar's Kitchen,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
998,Nms Bhonu,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
999,Dimitri Cafe and Delivery,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1000,FF - Fast N' Fresh - Crowne Plaza,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1001,WS Special Veg Non-Veg,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1002,Stoning Roll's,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1003,Chianti,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1004,Chef DJ's,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1005,Just Biryani,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1006,Cafe 90 Degrees,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1007,Double Cheese,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1008,Ziya's BBQ & Grills,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1009,Idli Stop,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1010,Hobbit Rolls & Chinese,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1011,Fannito Pizza,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1012,The Mandarin Cafe,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1013,Hungry Street,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1014,Mr. Shawarma Express,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1015,Rollsta,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1016,Bunk Cafe BC,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1017,Chetty's Corner,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1018,Zucchini Bell,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1019,Homefood Tiffin Services,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1020,Model CafÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â©,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1021,Sulakshana Masale & Biryani,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1022,CP7 - The BBQ Heaven,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1023,The Little Chinese,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1024,Crunchy Bite,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1025,#PFC-Pocket Friendly Cafe,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1026,Shoor Gavran Thali,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1027,Ayyoo,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1028,Akash Pavbhaji,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1029,Zomoz,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1030,Cafe Hours Food & Bookstore Cafe,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1031,Abuela Desayuno,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1032,Tulsi Malai Kulfi Icecream,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1033,SV Foods,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1034,Sweet Sins by Shalini,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1035,Salad Story,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1036,Cafe Tornado,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1037,Fountain Family Rest O Bar,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1038,The Yellow Plate,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1039,Lekker Chow,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1040,Biryani Ki Dukan,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1041,Mirchi Mary,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1042,Cafe One Life,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1043,Cafe Cozy Cups,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1044,Pack-A-Pav,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1045,Caffe Ritazza,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1046,Roteee,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1047,Mother's & Father's Kitchen,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1048,Smoky Sports Lounge,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1049,Bazooka,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1050,Feast Multicuisine Restaurant -Zip By Spree Spine Hotel,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1051,Brew Beans Cafe,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1052,WarmOven Cake & Desserts,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1053,Gujrati Pav Bhaji,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1054,Peshawar Biryanis,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1055,Chapara,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1056,Dessert Mania,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1057,Paratha Pandit,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1058,Wongamat,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1059,The Secret Grill,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1060,The Lawn Affair,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1061,Maggi N Maggi House,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1062,Pahilwan Daa Dhaba,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1063,RollChi,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1064,Hotel Naaz Veg Non Veg,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1065,Cafe Bellissimo,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1066,Hotel Anuradha And Snacks Centre,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1067,Wrong Turn,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1068,Gourmand Food Truck,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1069,Thalasso,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1070,Mufiz Catering And Tiffin Services,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1071,Pistachio CafÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â© & More...,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1072,Barfi Box Cafe,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1073,Prawnelicious,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1074,Hot Press Sandwiches,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1075,Slimkart,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1076,Mirchi Non Veg,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1077,Bon Bon Candy Cake Shop,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1078,Hotel Kabab Corner,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1079,Chulha Chowka,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1080,Stats Rooftop Sports Lounge,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1081,Chaska Chavicha Adda,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1082,Schin Chan Chinese,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1083,Paratha Wali Gali,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1084,The Mad Hatter,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1085,Nutri Narcos,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1086,Just Fried Evolution,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1087,Surekha Paan Shop,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1088,Punyacha Dabewala,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1089,Le Petit Four,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1090,Step Inn Resto Bar,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1091,Engineer's Tandur & Biryani House,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1092,The Paradiso Resto,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1093,Saoji Varhadi Thaat,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1094,Dosart,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1095,The Rusty Kona,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1096,Kuch Light Kuch Delight,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1097,Ramzan Caterers,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1098,Arogyadayi Food Corner and Panipuri,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1099,Regent - Modern Kitchen And Bar,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1100,Skadoosh,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1101,Crazy Rolls And Chinese,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1102,Rizwan Caterers,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1103,Pune Night Life Bistro And Lounge,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1104,Not Just Parathas,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1105,Apna Kitchen Tiffin Service,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1106,Botequim Cervejaria,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1107,Machineheads BBQ,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1108,The Parcel Hut,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1109,Classic Fries And Burger,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1110,Aika Delicacies - Diabetic Indulgence,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1111,Riwaayat,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1112,Words and Sips Book Cafe,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1113,Cafe Hunger Story,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1114,Sunday Monday,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1115,Gaustu-e-Gourmet,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1116,Mittran Di Hatti,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1117,Joshi Ji Ki Rasoi,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1118,Yo Fro,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1119,CAFRICO,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1120,Grab A Bowl,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1121,GOZO Homemade Icecreams,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1122,Taste of Nawabs,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1123,The Dream Kitchen,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1124,Hotel Sagar Gharguti Muttan Khanawal,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1125,Chilled Affair,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1126,Hotel Shaambhhavii,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1127,Open House Kkitchen,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1128,Coconut Tree Bar & Kitchen By Coconut Grove,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1129,Cafe Happifeast,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1130,Waghade's Nagpuri Saoji,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1131,Ismail Caterers,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1132,Shakes and Bites,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1133,New Naakhwa,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1134,Vidarbha Swaad,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1135,Rasarang Meetha Paan,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1136,Aaradhya Veg Non-veg,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1137,Cafe 15A - St Laurn Hotel,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1138,Student Biryani,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1139,Game Of Spices,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1140,Metro Nine Restro Bar,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1141,MOJO Cakes,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1142,Cafe Juice Shack,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1143,Panchali Gruha Vastu Bhandar,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1144,Sugras Foods,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1145,Vivi's Framos,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1146,Namma Nimma,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1147,Hotel Rang Maratha,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1148,Creamist,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1149,Malik's Biryani,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1150,MP's,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1151,OTTO - Italian Kitchen,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1152,Chaiwali Tea Brew,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1153,Rihana's Biryani,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1154,Santa Banta On Wheels,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1155,Nevrekar Health Home,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1156,Misal Darbar -Samshlok Foods,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1157,Maskawala & Co.,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1158,Royalty Chinese And Thai Kitchen,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1159,Aharam The Taste Of South,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1160,Crunchy & Cheezy Cafe,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1161,Big S'wich,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1162,Avidforkk,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1163,FoodXD,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1164,Pizzitos,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1165,The 1st Floor,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1166,Panku's Den Chinese Food,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1167,Char Grill,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1168,King Ching Chinese,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1169,Jay Naganray Sweets,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1170,Neha's Yummy Cafe,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1171,Farzi Diet,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1172,Khaolite,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1173,Frozen Fire & Crunchy Bites,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1174,Royal Katta Momo's Corner,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1175,Lovely Foods,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1176,Caffe Havana,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1177,Panditji,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1178,Fork The Kebab,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1179,Smoking Burger and Fires,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1180,Anjali Tiffin Services,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1181,Best 4 Biryanis,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1182,Reicottaco - Onsite Wala khana,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1183,Mexican Maven,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1184,The Muscle Hustle,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1185,Chatta Matta,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1186,Hotel Gulab Paradise,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1187,TIS Resto Cafe,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1188,Pet Pujo,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1189,Hotel Mhavra Bakra,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1190,Hungry Munchies,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1191,Yo Waffles N Fries,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1192,Coffee Connection,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1193,Bhukology Eat Desi,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1194,Day Lite Bite,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1195,The Hungry Gypsies,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1196,Smriti's Hinglish Cafe,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1197,Chow Down,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1198,Kulfees Hub,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1199,Fire Wheels,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1200,Hotel Meals Combo,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1201,Mr. Biryani Specialist,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1202,Sangeeta Dabeli,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1203,The Blue Leaf,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1204,The Matka Biryani,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1205,GoKeto,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1206,Chaurasiya Pan Shop,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1207,The Mexican Wave,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1208,Hotel Leelamrut,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1209,Paape Di Rasoi,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1210,Ruchirangan Pure Veg,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1211,No Strings Attached,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1212,Chhatrapati Special Misal,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1213,Khaddo,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1214,Ansari Fast Foods,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1215,Lucknow Meri Jaan,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1216,Aha! Baangali,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1217,RN's Chicken Kichen,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1218,Cafe Dasvidaniya,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1219,The Silver Plate,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1220,The Organic Cookhouse,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1221,Snow In  A Bowl- Dessert & Gaming CafÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â©,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1222,Coffee With Friends,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1223,Gulp - Shakes and Juices,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1224,Shivam Tandoori Special,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1225,Brajjrass,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1226,Ai Shiwu,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1227,Seacrates Of Konkan,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1228,Umiya Kutchi Dabeli,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1229,Cask & Crate,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1230,Aryan's Resto-N-Bar,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1231,Cafe Yoga Yog Snack,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1232,Chauras Aahar,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1233,Multigrain Thalipith,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1234,Tarri-Tadka,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1235,Real Meal Deal,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1236,Durves CKP Kitchen,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1237,Oregano Pizza,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1238,Chick N Serve,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1239,Meals Ready,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
1240,Snooker Freak Cafe,73.85286,18.50421,1.2889375538333334,0.32294986508333334,0.0010858303867875372
